,uid,test-accuracy,test-all-time,test-loss,test-per-time,train-accuracy,train-all-time,train-loss,train-per-time,valid-accuracy,valid-all-time,valid-loss,valid-per-time
0,0,31.259999963378906,6.117550168718609,2.656440695953369,0.5097958473932175,33.088,173.30623197555542,2.5875914331817627,14.442185997962952,31.840000003051756,6.117550168718609,2.6542293930053713,0.5097958473932175
1,1,58.25999995727539,9.01007754462106,1.477725588607788,0.7508397953850884,63.756,260.35696506500244,1.2711473697662354,21.69641375541687,57.79999996948242,9.01007754462106,1.495258326148987,0.7508397953850884
2,2,29.920000018310546,9.538192749023438,2.729086665725708,0.7948493957519531,32.144,272.0613212585449,2.6251239529418946,22.67177677154541,29.419999963378906,9.538192749023438,2.7220387355804445,0.7948493957519531
3,3,43.979999932861325,5.847743647439139,2.077943829345703,0.48731197061992826,45.556,99.9658784866333,2.041738141403198,8.330489873886108,44.37999994506836,5.847743647439139,2.091423230743408,0.48731197061992826
4,4,32.33999996337891,5.791584423610143,2.645424543762207,0.48263203530084525,33.06,155.62317752838132,2.616058406829834,12.96859812736511,31.85999998474121,5.791584423610143,2.639663941192627,0.48263203530084525
5,5,43.69999992675781,7.784891741616385,2.104174292755127,0.6487409784680321,46.212,239.09832000732422,1.9861240200424195,19.92486000061035,43.97999995727539,7.784891741616385,2.0787235544204714,0.6487409784680321
6,6,48.89999993286133,9.438829796654836,1.8812328311920166,0.7865691497212364,52.24,270.8490843772888,1.7175259980010986,22.570757031440735,48.69999996337891,9.438829796654836,1.8782136070251465,0.7865691497212364
7,7,54.19999998779297,7.716907228742326,1.6281902633666991,0.6430756023951939,57.45,208.93832826614383,1.5059174196624756,17.411527355511986,54.23999993896484,7.716907228742326,1.6531822839736938,0.6430756023951939
8,8,51.85999996948242,6.890923057283675,1.7275630710601806,0.5742435881069728,55.132,196.92456436157227,1.5928396628952026,16.410380363464355,51.959999969482425,6.890923057283675,1.7302616945266724,0.5742435881069728
9,9,43.80000001831055,6.438708782196044,2.0967593658447266,0.5365590651830037,44.968,156.9567165374756,2.069904617538452,13.079726378122965,43.97999996948242,6.438708782196044,2.10102647190094,0.5365590651830037
10,10,0.9999999996185303,8.76427701541356,4.605175115203857,0.73035641795113,0.964,245.71097564697263,4.605206042175293,20.47591463724772,1.0,8.76427701541356,4.605175253295898,0.73035641795113
11,11,32.76000000305176,9.963004112243652,2.605195267868042,0.8302503426869711,33.478,299.08936309814453,2.5679709127807615,24.924113591512043,33.63999997253418,9.963004112243652,2.5791997245788574,0.8302503426869711
12,12,1.0,6.528011287961687,4.60517448348999,0.5440009406634739,0.966,159.80899858474731,4.60520581817627,13.317416548728943,0.9999999996185303,6.528011287961687,4.605174476623535,0.5440009406634739
13,13,39.69999996337891,7.688161066600255,2.2712809997558594,0.6406800888833546,40.74,243.10605382919312,2.221975907821655,20.258837819099426,39.659999993896484,7.688161066600255,2.258469737625122,0.6406800888833546
14,14,44.820000024414064,8.091432775769915,2.02570711517334,0.674286064647493,46.896,236.1357111930847,1.9633344556045533,19.677975932757057,44.91999999389648,8.091432775769915,2.030889364814758,0.674286064647493
15,15,10.139999995422363,5.737827641623361,3.855561045074463,0.4781523034686134,10.488,111.08817481994627,3.8332375178527833,9.25734790166219,9.579999996185302,5.737827641623361,3.8513828094482423,0.4781523034686134
16,16,57.86,7.000588212694441,1.4794998027801514,0.5833823510578701,63.054,182.74790573120114,1.2891876068878174,15.228992144266762,57.45999997558594,7.000588212694441,1.4981248825073241,0.5833823510578701
17,17,42.90000000610352,7.071623665945871,2.1313542865753172,0.5893019721621559,45.084,221.75842475891116,2.0272973054504395,18.479868729909263,42.81999995727539,7.071623665945871,2.114681226348877,0.5893019721621559
18,18,43.90000000610352,9.00284777368818,2.098462074279785,0.750237314474015,46.258,278.4027953147889,1.9810946683502197,23.200232942899074,43.77999997558594,9.00284777368818,2.1010082935333254,0.750237314474015
19,19,38.87999999389648,9.079820224217007,2.3242552165985106,0.7566516853514172,41.308,273.8138995170593,2.209864729614258,22.817824959754944,40.000000024414064,9.079820224217007,2.294159749984741,0.7566516853514172
20,20,48.01999993286133,8.36942308289664,1.886948175430298,0.69745192357472,51.196,240.2692246437073,1.7701750003433228,20.02243538697561,49.0,8.36942308289664,1.863559465789795,0.69745192357472
21,21,47.000000018310544,7.458898067474369,1.9248078722000121,0.6215748389561974,49.98,222.29894208908084,1.8307769356918335,18.524911840756737,48.039999975585935,7.458898067474369,1.902787198829651,0.6215748389561974
22,22,37.15999996337891,8.240574802671158,2.34910048828125,0.6867145668892632,39.27,246.75672054290771,2.281287884750366,20.56306004524231,38.079999996948246,8.240574802671158,2.347576438522339,0.6867145668892632
23,23,36.91999998168945,9.851384469441008,2.3552595050811767,0.8209487057867507,40.016,284.2895350456238,2.249660386810303,23.690794587135315,38.7199999633789,9.851384469441008,2.3275650135040284,0.8209487057867507
24,24,31.059999990844727,5.785305772508894,2.6757301601409913,0.4821088143757412,32.934,133.2155213356018,2.6038634687805176,11.101293444633484,31.999999978637696,5.785305772508894,2.6829168781280517,0.4821088143757412
25,25,43.979999932861325,5.668836082730974,2.077943829345703,0.4724030068942478,45.556,75.47236871719362,2.041738141403198,6.289364059766135,44.37999994506836,5.668836082730974,2.091423230743408,0.4724030068942478
26,26,42.239999951171875,7.826396839959283,2.109246132659912,0.6521997366632736,44.292,272.99450922012335,2.0503197924041747,22.74954243501028,43.020000006103515,7.826396839959283,2.111327428817749,0.6521997366632736
27,27,38.7199999633789,7.22878405026027,2.320598391723633,0.6023986708550225,39.622,231.7927145957947,2.263654822387695,19.31605954964956,38.59999994506836,7.22878405026027,2.305397578430176,0.6023986708550225
28,28,31.67999996948242,5.958231721605574,2.684419846725464,0.49651931013379785,32.674,152.50649023056027,2.6138909662628174,12.708874185880022,31.45999998779297,5.958231721605574,2.692932820892334,0.49651931013379785
29,29,39.64000000610351,7.589856931141441,2.2675339530944822,0.6324880775951202,41.59,205.51813745498657,2.1816125968933107,17.126511454582214,40.13999997558594,7.589856931141441,2.2690394580841065,0.6324880775951202
30,30,46.939999932861326,5.982037169592722,1.917009361076355,0.4985030974660602,48.774,132.87998056411743,1.863101944732666,11.073331713676453,47.33999997558594,5.982037169592722,1.9396635168075562,0.4985030974660602
31,31,40.719999981689455,7.698970862797331,2.2069798404693604,0.6415809052331108,43.522,214.36229991912845,2.105359364242554,17.863524993260704,41.76,7.698970862797331,2.209636124801636,0.6415809052331108
32,32,54.86000002441406,6.331741401127406,1.6223874185562135,0.5276451167606172,58.94,169.78759336471558,1.458385323638916,14.148966113726297,55.13999997558594,6.331741401127406,1.614453935432434,0.5276451167606172
33,33,45.259999987792966,7.733317204884119,2.057909705734253,0.6444431004070099,45.84,242.67630720138547,1.9977271234893799,20.223025600115456,44.39999993286133,7.733317204884119,2.0484525075912474,0.6444431004070099
34,34,43.259999926757814,7.113946301596504,2.07714380607605,0.5928288584663753,45.186,200.04423284530637,2.0154759198760988,16.670352737108864,43.62000001220703,7.113946301596504,2.0728111366271973,0.5928288584663753
35,35,43.95999998779297,7.281997476305283,2.0483084182739257,0.6068331230254402,45.546,199.99074840545654,1.9946242987060547,16.665895700454712,44.179999981689456,7.281997476305283,2.0430322368621825,0.6068331230254402
36,36,42.41999993896484,9.092282942363196,2.1392990049362184,0.7576902451969331,44.736,276.6674180030823,2.028292117767334,23.055618166923523,43.099999969482425,9.092282942363196,2.1028417304992675,0.7576902451969331
37,37,46.31999997558594,5.9137021473475855,1.9516675834655761,0.49280851227896544,49.456,133.56954383850095,1.8675352564239502,11.130795319875078,47.239999957275394,5.9137021473475855,1.9448866508483886,0.49280851227896544
38,38,36.51999997558594,8.524975640433174,2.390042399597168,0.7104146367027645,37.51,256.75966835021967,2.3746355547332763,21.39663902918497,37.21999998779297,8.524975640433174,2.385582607269287,0.7104146367027645
39,39,46.81999993896484,5.90385971750532,1.9495562183380126,0.49198830979211,48.508,159.07201528549194,1.893059490737915,13.256001273790995,47.039999981689455,5.90385971750532,1.933076951599121,0.49198830979211
40,40,30.31999997253418,7.0031241348811575,2.80086823425293,0.5835936779067631,30.694,193.91012239456174,2.7559308765411377,16.15917686621348,30.799999975585937,7.0031241348811575,2.8076139518737793,0.5835936779067631
41,41,40.279999969482425,7.500990050179619,2.224671828842163,0.6250825041816349,41.326,222.66538763046267,2.1981164878082273,18.555448969205223,40.49999993286133,7.500990050179619,2.2188605556488037,0.6250825041816349
42,42,59.00000001220703,8.182986872536793,1.4613466054916382,0.6819155727113994,64.424,233.4549803733826,1.231605849533081,19.454581697781883,59.539999975585935,8.182986872536793,1.4519195947647094,0.6819155727113994
43,43,39.43999996948242,8.698551518576487,2.260749415588379,0.7248792932147072,40.146,245.12507677078244,2.2243250520324707,20.427089730898537,40.09999999389648,8.698551518576487,2.243903813934326,0.7248792932147072
44,44,27.35999998474121,6.078061887196134,2.9194228992462157,0.5065051572663445,27.874,154.97270917892465,2.8831714208984374,12.914392431577054,26.579999966430663,6.078061887196134,2.952942821884155,0.5065051572663445
45,45,47.95999998168946,5.72208571434021,1.9028326467514038,0.4768404761950175,49.742,116.44091224670412,1.835655613670349,9.70340935389201,47.87999996337891,5.72208571434021,1.9117643560409545,0.4768404761950175
46,46,41.72,8.942758321762085,2.1812731321334837,0.7452298601468405,44.0,262.5615572929383,2.0794953939056398,21.880129774411525,42.68000001220703,8.942758321762085,2.172745845413208,0.7452298601468405
47,47,42.77999997558594,8.373590537479943,2.132464838409424,0.6977992114566619,44.488,229.2940149307251,2.0549689934539797,19.107834577560425,43.659999938964845,8.373590537479943,2.1265269229888917,0.6977992114566619
48,48,33.47999996337891,5.8033327034541555,2.57889245262146,0.48361105862117965,34.404,139.16022205352783,2.542314503707886,11.59668517112732,33.55999999084472,5.8033327034541555,2.561548932647705,0.48361105862117965
49,49,43.68000001220703,6.937744310923983,2.0756721389770507,0.5781453592436653,46.238,192.70734262466428,1.9846850215911864,16.058945218722023,45.52,6.937744310923983,2.065103926086426,0.5781453592436653
50,50,50.67999995727539,9.254340648651123,1.7830295272827148,0.7711950540542603,53.048,318.0609951019287,1.692205413169861,26.505082925160725,50.560000024414066,9.254340648651123,1.7978011173248292,0.7711950540542603
51,51,45.51999995727539,6.797064815248764,2.001532765960693,0.566422067937397,47.254,196.76069593429568,1.9262585401153565,16.396724661191307,45.819999969482424,6.797064815248764,2.0183369304656984,0.566422067937397
52,52,55.34000002441406,9.038688864026751,1.6064435457229613,0.7532240720022293,59.522,279.09033346176153,1.434451088066101,23.25752778848013,53.780000018310545,9.038688864026751,1.6191033782958983,0.7532240720022293
53,53,9.78000000152588,5.898860352379935,3.9716719192504883,0.49157169603166123,9.058,129.05244398117065,3.9772895263671875,10.754370331764221,9.139999996948243,5.898860352379935,3.9623630645751953,0.49157169603166123
54,54,44.99999995117187,8.272886821201869,2.0594460023880004,0.6894072351001558,46.188,249.75440168380737,1.973537028503418,20.812866806983948,44.23999997558594,8.272886821201869,2.0639546085357665,0.6894072351001558
55,55,43.979999932861325,5.692704200744626,2.077943829345703,0.47439201672871883,45.556,95.70861244201662,2.041738141403198,7.975717703501385,44.37999994506836,5.692704200744626,2.091423230743408,0.47439201672871883
56,56,54.95999992675781,8.306050096239362,1.619914235305786,0.6921708413532802,59.9,268.730432510376,1.4141371369171143,22.394202709197998,54.8999999633789,8.306050096239362,1.6179603160858154,0.6921708413532802
